2118371 data samples found
Train Epoch: 0 [47300/52959 (0.005847161170095205)]
Train Epoch: 0 [47400/52959 (0.00504418695345521)]
Train Epoch: 0 [47500/52959 (0.007998740300536156)]
Train Epoch: 0 [47600/52959 (0.03135061264038086)]
Train Epoch: 0 [47700/52959 (0.005160079803317785)]
Train Epoch: 0 [47800/52959 (0.006908138282597065)]
Train Epoch: 0 [47900/52959 (0.023497549816966057)]
Train Epoch: 0 [48000/52959 (0.006275787949562073)]
Train Epoch: 0 [48100/52959 (0.008843841031193733)]
Train Epoch: 0 [48200/52959 (0.006037162151187658)]
Train Epoch: 0 [48300/52959 (0.0058333915658295155)]
Train Epoch: 0 [48400/52959 (0.00928245484828949)]
Train Epoch: 0 [48500/52959 (0.019622115418314934)]
Train Epoch: 0 [48600/52959 (0.00902140885591507)]
Train Epoch: 0 [48700/52959 (0.005568659398704767)]
Train Epoch: 0 [48800/52959 (0.0059495302848517895)]
Train Epoch: 0 [48900/52959 (0.006034328602254391)]
Train Epoch: 0 [49000/52959 (0.011460939422249794)]
Train Epoch: 0 [49100/52959 (0.003976270090788603)]
Train Epoch: 0 [49200/52959 (0.004998658783733845)]
Train Epoch: 0 [49300/52959 (0.004979973193258047)]
Train Epoch: 0 [49400/52959 (0.004646887071430683)]
Train Epoch: 0 [49500/52959 (0.00398405222222209)]
Train Epoch: 0 [49600/52959 (0.006989008747041225)]
Train Epoch: 0 [49700/52959 (0.008800476789474487)]
Train Epoch: 0 [49800/52959 (0.004297662526369095)]
Train Epoch: 0 [49900/52959 (0.0053555662743747234)]
Train Epoch: 0 [50000/52959 (0.010508581064641476)]
Train Epoch: 0 [50100/52959 (0.007724878378212452)]
Train Epoch: 0 [50200/52959 (0.005187181755900383)]
Train Epoch: 0 [50300/52959 (0.018112903460860252)]
Train Epoch: 0 [50400/52959 (0.010950816795229912)]
Train Epoch: 0 [50500/52959 (0.00825393758714199)]
Train Epoch: 0 [50600/52959 (0.01403561607003212)]
Train Epoch: 0 [50700/52959 (0.010949375107884407)]
Train Epoch: 0 [50800/52959 (0.00406378461048007)]
Train Epoch: 0 [50900/52959 (0.006442118901759386)]
Train Epoch: 0 [51000/52959 (0.005361783318221569)]
Train Epoch: 0 [51100/52959 (0.011742515489459038)]
Train Epoch: 0 [51200/52959 (0.006532711908221245)]
Train Epoch: 0 [51300/52959 (0.00476152915507555)]
Train Epoch: 0 [51400/52959 (0.006292024627327919)]
Train Epoch: 0 [51500/52959 (0.0075130825862288475)]
Train Epoch: 0 [51600/52959 (0.007231302559375763)]
Train Epoch: 0 [51700/52959 (0.009287715889513493)]
Train Epoch: 0 [51800/52959 (0.006563038099557161)]
Train Epoch: 0 [51900/52959 (0.007012160960584879)]
Train Epoch: 0 [52000/52959 (0.011272071860730648)]
Train Epoch: 0 [52100/52959 (0.006151328794658184)]
Train Epoch: 0 [52200/52959 (0.008946262300014496)]
Train Epoch: 0 [52300/52959 (0.005275769159197807)]
Train Epoch: 0 [52400/52959 (0.006031648255884647)]
Train Epoch: 0 [52500/52959 (0.018613040447235107)]
Train Epoch: 0 [52600/52959 (0.004435473587363958)]
Train Epoch: 0 [52700/52959 (0.00819041021168232)]
Train Epoch: 0 [52800/52959 (0.005249191075563431)]
Train Epoch: 0 [52900/52959 (0.005717229098081589)]
Test Reconstruction Loss: (0.00541725754737854)]
Train Epoch: 1 [0/52959 (0.004061403684318066)]
Train Epoch: 1 [100/52959 (0.004546999931335449)]
Train Epoch: 1 [200/52959 (0.009557709097862244)]
Train Epoch: 1 [300/52959 (0.006761158816516399)]
Train Epoch: 1 [400/52959 (0.00722778495401144)]
Train Epoch: 1 [500/52959 (0.007012887857854366)]
Train Epoch: 1 [600/52959 (0.006325000897049904)]
Train Epoch: 1 [700/52959 (0.009774260222911835)]
Train Epoch: 1 [800/52959 (0.008114531636238098)]
Train Epoch: 1 [900/52959 (0.006096252240240574)]
Train Epoch: 1 [1000/52959 (0.01387115754187107)]
Train Epoch: 1 [1100/52959 (0.005862059071660042)]
Train Epoch: 1 [1200/52959 (0.006487458478659391)]
Train Epoch: 1 [1300/52959 (0.008254527114331722)]
Train Epoch: 1 [1400/52959 (0.006670311093330383)]
Train Epoch: 1 [1500/52959 (0.011063989251852036)]
Train Epoch: 1 [1600/52959 (0.00690879300236702)]
Train Epoch: 1 [1700/52959 (0.007442642003297806)]
Train Epoch: 1 [1800/52959 (0.01028444804251194)]
Train Epoch: 1 [1900/52959 (0.006041139364242554)]
Train Epoch: 1 [2000/52959 (0.0096634766086936)]
Train Epoch: 1 [2100/52959 (0.011123345233500004)]
Train Epoch: 1 [2200/52959 (0.005082520190626383)]
Train Epoch: 1 [2300/52959 (0.006184669211506844)]
Train Epoch: 1 [2400/52959 (0.007431539706885815)]
Train Epoch: 1 [2500/52959 (0.005297687835991383)]
Train Epoch: 1 [2600/52959 (0.006290171295404434)]
Train Epoch: 1 [2700/52959 (0.006138487718999386)]
Train Epoch: 1 [2800/52959 (0.011794067919254303)]
Train Epoch: 1 [2900/52959 (0.006723490543663502)]
Train Epoch: 1 [3000/52959 (0.017664872109889984)]
Train Epoch: 1 [3100/52959 (0.015893880277872086)]
Train Epoch: 1 [3200/52959 (0.00658818893134594)]
Train Epoch: 1 [3300/52959 (0.007228974252939224)]
Train Epoch: 1 [3400/52959 (0.005538478959351778)]
Train Epoch: 1 [3500/52959 (0.007676130160689354)]
Train Epoch: 1 [3600/52959 (0.0073741464875638485)]
Train Epoch: 1 [3700/52959 (0.008853031322360039)]
Train Epoch: 1 [3800/52959 (0.016423247754573822)]
Train Epoch: 1 [3900/52959 (0.004232090897858143)]
Train Epoch: 1 [4000/52959 (0.013980492018163204)]
Train Epoch: 1 [4100/52959 (0.015841111540794373)]
Train Epoch: 1 [4200/52959 (0.004606259521096945)]
Train Epoch: 1 [4300/52959 (0.007023785263299942)]
Train Epoch: 1 [4400/52959 (0.00696716271340847)]
Train Epoch: 1 [4500/52959 (0.01024722121655941)]
Train Epoch: 1 [4600/52959 (0.004384484142065048)]
Train Epoch: 1 [4700/52959 (0.0062587084248661995)]
Train Epoch: 1 [4800/52959 (0.009957324713468552)]
Train Epoch: 1 [4900/52959 (0.0070730033330619335)]
Train Epoch: 1 [5000/52959 (0.009658685885369778)]
Train Epoch: 1 [5100/52959 (0.009592770598828793)]
Train Epoch: 1 [5200/52959 (0.006255677901208401)]
Train Epoch: 1 [5300/52959 (0.008810698986053467)]
Train Epoch: 1 [5400/52959 (0.011821313761174679)]
Train Epoch: 1 [5500/52959 (0.006038705352693796)]
Train Epoch: 1 [5600/52959 (0.014662830159068108)]
Train Epoch: 1 [5700/52959 (0.006169077008962631)]
Train Epoch: 1 [5800/52959 (0.0056707123294472694)]
Train Epoch: 1 [5900/52959 (0.004816129803657532)]
Train Epoch: 1 [6000/52959 (0.005626629572361708)]
Train Epoch: 1 [6100/52959 (0.012533454224467278)]
Train Epoch: 1 [6200/52959 (0.0036267791874706745)]
Train Epoch: 1 [6300/52959 (0.00958961434662342)]
Train Epoch: 1 [6400/52959 (0.011352194473147392)]
Train Epoch: 1 [6500/52959 (0.004375492222607136)]
Train Epoch: 1 [6600/52959 (0.006646314635872841)]
Train Epoch: 1 [6700/52959 (0.009722458198666573)]
Train Epoch: 1 [6800/52959 (0.005500447936356068)]
Train Epoch: 1 [6900/52959 (0.005935241933912039)]
Train Epoch: 1 [7000/52959 (0.008480634540319443)]
Train Epoch: 1 [7100/52959 (0.007917989045381546)]
Train Epoch: 1 [7200/52959 (0.007818428799510002)]
Train Epoch: 1 [7300/52959 (0.011271445080637932)]
Train Epoch: 1 [7400/52959 (0.006590454373508692)]
Train Epoch: 1 [7500/52959 (0.006576029118150473)]
Train Epoch: 1 [7600/52959 (0.005520987790077925)]
Train Epoch: 1 [7700/52959 (0.005158259533345699)]
Train Epoch: 1 [7800/52959 (0.008292444050312042)]
Train Epoch: 1 [7900/52959 (0.01798442378640175)]
Train Epoch: 1 [8000/52959 (0.005755075253546238)]
Train Epoch: 1 [8100/52959 (0.009415551088750362)]
Train Epoch: 1 [8200/52959 (0.010558383539319038)]
Train Epoch: 1 [8300/52959 (0.0032904890831559896)]
Train Epoch: 1 [8400/52959 (0.005292464047670364)]
Train Epoch: 1 [8500/52959 (0.005280869081616402)]
Train Epoch: 1 [8600/52959 (0.010609440505504608)]
Train Epoch: 1 [8700/52959 (0.010858653113245964)]
Train Epoch: 1 [8800/52959 (0.004943251609802246)]
Train Epoch: 1 [8900/52959 (0.0038276491686701775)]
Train Epoch: 1 [9000/52959 (0.006916780490428209)]
Train Epoch: 1 [9100/52959 (0.01746319606900215)]
Train Epoch: 1 [9200/52959 (0.0033338638022542)]
Train Epoch: 1 [9300/52959 (0.006142532918602228)]
Train Epoch: 1 [9400/52959 (0.00862235389649868)]
Train Epoch: 1 [9500/52959 (0.008203919976949692)]
Train Epoch: 1 [9600/52959 (0.011618266813457012)]
Train Epoch: 1 [9700/52959 (0.01165563054382801)]
Train Epoch: 1 [9800/52959 (0.008483083918690681)]
Train Epoch: 1 [9900/52959 (0.007740894798189402)]
Train Epoch: 1 [10000/52959 (0.0056311991065740585)]
Train Epoch: 1 [10100/52959 (0.00496214535087347)]
Train Epoch: 1 [10200/52959 (0.0071460478939116)]
Train Epoch: 1 [10300/52959 (0.005634813569486141)]
Train Epoch: 1 [10400/52959 (0.005012833047658205)]
Train Epoch: 1 [10500/52959 (0.006912543438374996)]
Train Epoch: 1 [10600/52959 (0.015024644322693348)]
Train Epoch: 1 [10700/52959 (0.005678185261785984)]
Train Epoch: 1 [10800/52959 (0.009685510769486427)]
Train Epoch: 1 [10900/52959 (0.0057960688136518)]
Train Epoch: 1 [11000/52959 (0.010050689801573753)]
Train Epoch: 1 [11100/52959 (0.00570918433368206)]
Train Epoch: 1 [11200/52959 (0.004777317866683006)]
Train Epoch: 1 [11300/52959 (0.005094965919852257)]
Train Epoch: 1 [11400/52959 (0.009851713664829731)]
Train Epoch: 1 [11500/52959 (0.013578351587057114)]
Train Epoch: 1 [11600/52959 (0.006720691919326782)]
Train Epoch: 1 [11700/52959 (0.005333815701305866)]
Train Epoch: 1 [11800/52959 (0.007223058026283979)]
Train Epoch: 1 [11900/52959 (0.0038570158649235964)]
Train Epoch: 1 [12000/52959 (0.006841282360255718)]
Train Epoch: 1 [12100/52959 (0.005092563107609749)]
Train Epoch: 1 [12200/52959 (0.005873305723071098)]
Train Epoch: 1 [12300/52959 (0.007883789017796516)]
Train Epoch: 1 [12400/52959 (0.008460208773612976)]
Train Epoch: 1 [12500/52959 (0.009319172240793705)]
Train Epoch: 1 [12600/52959 (0.006050866097211838)]
Train Epoch: 1 [12700/52959 (0.005947937723249197)]
Train Epoch: 1 [12800/52959 (0.006183216348290443)]
Train Epoch: 1 [12900/52959 (0.007249187678098679)]
Train Epoch: 1 [13000/52959 (0.010775539092719555)]
Train Epoch: 1 [13100/52959 (0.007026780862361193)]
Train Epoch: 1 [13200/52959 (0.005968419834971428)]
Train Epoch: 1 [13300/52959 (0.007688416633754969)]
Train Epoch: 1 [13400/52959 (0.007402543909847736)]
Train Epoch: 1 [13500/52959 (0.005524531006813049)]
Train Epoch: 1 [13600/52959 (0.017224617302417755)]
Train Epoch: 1 [13700/52959 (0.007032970432192087)]
Train Epoch: 1 [13800/52959 (0.007622445933520794)]
Train Epoch: 1 [13900/52959 (0.007186785340309143)]
Train Epoch: 1 [14000/52959 (0.005662689916789532)]
Train Epoch: 1 [14100/52959 (0.015324247069656849)]
Train Epoch: 1 [14200/52959 (0.0030601979233324528)]
Train Epoch: 1 [14300/52959 (0.006219818256795406)]
Train Epoch: 1 [14400/52959 (0.011999646201729774)]
Train Epoch: 1 [14500/52959 (0.004573315382003784)]
Train Epoch: 1 [14600/52959 (0.0049063339829444885)]
Train Epoch: 1 [14700/52959 (0.009812116622924805)]
Train Epoch: 1 [14800/52959 (0.005766656715422869)]
Train Epoch: 1 [14900/52959 (0.013043743558228016)]
Train Epoch: 1 [15000/52959 (0.01622460037469864)]
Train Epoch: 1 [15100/52959 (0.004427936859428883)]
Train Epoch: 1 [15200/52959 (0.014114239253103733)]
Train Epoch: 1 [15300/52959 (0.006326647941023111)]
Train Epoch: 1 [15400/52959 (0.003957489505410194)]
Train Epoch: 1 [15500/52959 (0.006729728542268276)]
Train Epoch: 1 [15600/52959 (0.004925140645354986)]
Train Epoch: 1 [15700/52959 (0.005891759414225817)]
Train Epoch: 1 [15800/52959 (0.006077279336750507)]
Train Epoch: 1 [15900/52959 (0.00624533137306571)]
Train Epoch: 1 [16000/52959 (0.0032086162827908993)]
Train Epoch: 1 [16100/52959 (0.007832410745322704)]
Train Epoch: 1 [16200/52959 (0.004300867207348347)]
Train Epoch: 1 [16300/52959 (0.006393321789801121)]
Train Epoch: 1 [16400/52959 (0.003403991460800171)]
Train Epoch: 1 [16500/52959 (0.006180302705615759)]
Train Epoch: 1 [16600/52959 (0.005550387781113386)]
Train Epoch: 1 [16700/52959 (0.004471377469599247)]
Train Epoch: 1 [16800/52959 (0.004068068228662014)]
Train Epoch: 1 [16900/52959 (0.0057327477261424065)]
Train Epoch: 1 [17000/52959 (0.023199165239930153)]
Train Epoch: 1 [17100/52959 (0.013350671157240868)]
Train Epoch: 1 [17200/52959 (0.004017753526568413)]
Train Epoch: 1 [17300/52959 (0.018615540117025375)]
Train Epoch: 1 [17400/52959 (0.011154210194945335)]
Train Epoch: 1 [17500/52959 (0.009633656591176987)]
Train Epoch: 1 [17600/52959 (0.005510412156581879)]
Train Epoch: 1 [17700/52959 (0.009908100590109825)]
Train Epoch: 1 [17800/52959 (0.006734054535627365)]
Train Epoch: 1 [17900/52959 (0.0042833080515265465)]
Train Epoch: 1 [18000/52959 (0.00947062112390995)]
Train Epoch: 1 [18100/52959 (0.006758702453225851)]
Train Epoch: 1 [18200/52959 (0.004352414049208164)]
Train Epoch: 1 [18300/52959 (0.007888184860348701)]
Train Epoch: 1 [18400/52959 (0.006900080945342779)]
Train Epoch: 1 [18500/52959 (0.004274004604667425)]
Train Epoch: 1 [18600/52959 (0.007729803211987019)]
Train Epoch: 1 [18700/52959 (0.007948046550154686)]
Train Epoch: 1 [18800/52959 (0.003997687250375748)]
Train Epoch: 1 [18900/52959 (0.006030222866684198)]
Train Epoch: 1 [19000/52959 (0.005064982920885086)]
Train Epoch: 1 [19100/52959 (0.012188306078314781)]
Train Epoch: 1 [19200/52959 (0.007312350906431675)]
Train Epoch: 1 [19300/52959 (0.010954435914754868)]
Train Epoch: 1 [19400/52959 (0.00683943647891283)]
Train Epoch: 1 [19500/52959 (0.012350655160844326)]
Train Epoch: 1 [19600/52959 (0.008925385773181915)]
Train Epoch: 1 [19700/52959 (0.004206301178783178)]
Train Epoch: 1 [19800/52959 (0.006197979208081961)]
Train Epoch: 1 [19900/52959 (0.007561597973108292)]
Train Epoch: 1 [20000/52959 (0.004464580677449703)]
Train Epoch: 1 [20100/52959 (0.006505046971142292)]
Train Epoch: 1 [20200/52959 (0.005155056715011597)]
Train Epoch: 1 [20300/52959 (0.004322462249547243)]
Train Epoch: 1 [20400/52959 (0.008748598396778107)]
Train Epoch: 1 [20500/52959 (0.008011789992451668)]
Train Epoch: 1 [20600/52959 (0.0076069300994277)]
Train Epoch: 1 [20700/52959 (0.004982036538422108)]
Train Epoch: 1 [20800/52959 (0.0058522275649011135)]
Train Epoch: 1 [20900/52959 (0.004812571220099926)]
Train Epoch: 1 [21000/52959 (0.004142430145293474)]
Train Epoch: 1 [21100/52959 (0.006485501304268837)]
Train Epoch: 1 [21200/52959 (0.00668339803814888)]
Train Epoch: 1 [21300/52959 (0.005456988699734211)]
Train Epoch: 1 [21400/52959 (0.016357220709323883)]
Train Epoch: 1 [21500/52959 (0.00412741769105196)]
Train Epoch: 1 [21600/52959 (0.00788405817002058)]
Train Epoch: 1 [21700/52959 (0.013823673129081726)]
Train Epoch: 1 [21800/52959 (0.0039453161880373955)]
Train Epoch: 1 [21900/52959 (0.004454678390175104)]
Train Epoch: 1 [22000/52959 (0.0062511982396245)]
Train Epoch: 1 [22100/52959 (0.007626484148204327)]
Train Epoch: 1 [22200/52959 (0.008428022265434265)]
Train Epoch: 1 [22300/52959 (0.008936109021306038)]
Train Epoch: 1 [22400/52959 (0.015456785447895527)]
Train Epoch: 1 [22500/52959 (0.0065958378836512566)]
Train Epoch: 1 [22600/52959 (0.003926029894500971)]
Train Epoch: 1 [22700/52959 (0.005989845376461744)]
Train Epoch: 1 [22800/52959 (0.008230704814195633)]
Train Epoch: 1 [22900/52959 (0.0069913314655423164)]
Train Epoch: 1 [23000/52959 (0.01175171323120594)]
Train Epoch: 1 [23100/52959 (0.009280508384108543)]
Train Epoch: 1 [23200/52959 (0.0049446336925029755)]
Train Epoch: 1 [23300/52959 (0.006965066306293011)]
Train Epoch: 1 [23400/52959 (0.0075060902163386345)]
Train Epoch: 1 [23500/52959 (0.01536903902888298)]
Train Epoch: 1 [23600/52959 (0.009876368567347527)]
Train Epoch: 1 [23700/52959 (0.012949265539646149)]
Train Epoch: 1 [23800/52959 (0.005620043724775314)]
Train Epoch: 1 [23900/52959 (0.005694884341210127)]
Train Epoch: 1 [24000/52959 (0.005212745629251003)]
Train Epoch: 1 [24100/52959 (0.008812595158815384)]
Train Epoch: 1 [24200/52959 (0.007623328361660242)]
Train Epoch: 1 [24300/52959 (0.010900385677814484)]
Train Epoch: 1 [24400/52959 (0.004086486995220184)]
Train Epoch: 1 [24500/52959 (0.009008845314383507)]
Train Epoch: 1 [24600/52959 (0.01784617267549038)]
Train Epoch: 1 [24700/52959 (0.009952882304787636)]
Train Epoch: 1 [24800/52959 (0.00489184632897377)]
Train Epoch: 1 [24900/52959 (0.011868266388773918)]
Train Epoch: 1 [25000/52959 (0.0149931525811553)]
Train Epoch: 1 [25100/52959 (0.01159108616411686)]
Train Epoch: 1 [25200/52959 (0.012223009951412678)]
Train Epoch: 1 [25300/52959 (0.010186297819018364)]
Train Epoch: 1 [25400/52959 (0.006547849625349045)]
Train Epoch: 1 [25500/52959 (0.0037928507663309574)]
Train Epoch: 1 [25600/52959 (0.004944454878568649)]
Train Epoch: 1 [25700/52959 (0.012208284810185432)]
Train Epoch: 1 [25800/52959 (0.013039113953709602)]
Train Epoch: 1 [25900/52959 (0.005273071117699146)]
Train Epoch: 1 [26000/52959 (0.0063681649044156075)]
Train Epoch: 1 [26100/52959 (0.007658694870769978)]
Train Epoch: 1 [26200/52959 (0.005301306489855051)]
Train Epoch: 1 [26300/52959 (0.00458967499434948)]
Train Epoch: 1 [26400/52959 (0.00493460102006793)]
Train Epoch: 1 [26500/52959 (0.014558892697095871)]
Train Epoch: 1 [26600/52959 (0.005395208485424519)]
Train Epoch: 1 [26700/52959 (0.006911235861480236)]
Train Epoch: 1 [26800/52959 (0.008384207263588905)]
Train Epoch: 1 [26900/52959 (0.005793937481939793)]
Train Epoch: 1 [27000/52959 (0.005560693331062794)]
Train Epoch: 1 [27100/52959 (0.008817950263619423)]
Train Epoch: 1 [27200/52959 (0.006055143196135759)]
Train Epoch: 1 [27300/52959 (0.01330992579460144)]
Train Epoch: 1 [27400/52959 (0.012866020202636719)]
Train Epoch: 1 [27500/52959 (0.010590989142656326)]
Train Epoch: 1 [27600/52959 (0.00448630703613162)]
Train Epoch: 1 [27700/52959 (0.00958174467086792)]
Train Epoch: 1 [27800/52959 (0.004826752003282309)]
Train Epoch: 1 [27900/52959 (0.0060814679600298405)]
Train Epoch: 1 [28000/52959 (0.005679878406226635)]
Train Epoch: 1 [28100/52959 (0.012723412364721298)]
Train Epoch: 1 [28200/52959 (0.004894730634987354)]
Train Epoch: 1 [28300/52959 (0.0073199765756726265)]
Train Epoch: 1 [28400/52959 (0.005486567039042711)]
Train Epoch: 1 [28500/52959 (0.0072468919679522514)]
Train Epoch: 1 [28600/52959 (0.003921709954738617)]
Train Epoch: 1 [28700/52959 (0.006261501461267471)]
Train Epoch: 1 [28800/52959 (0.006820546463131905)]
Train Epoch: 1 [28900/52959 (0.005303987301886082)]
Train Epoch: 1 [29000/52959 (0.009762139059603214)]
Train Epoch: 1 [29100/52959 (0.007257625460624695)]
Train Epoch: 1 [29200/52959 (0.005803232546895742)]
Train Epoch: 1 [29300/52959 (0.005967618897557259)]
Train Epoch: 1 [29400/52959 (0.005600492469966412)]
Train Epoch: 1 [29500/52959 (0.005478360690176487)]
Train Epoch: 1 [29600/52959 (0.019425343722105026)]
Train Epoch: 1 [29700/52959 (0.004795379471033812)]
Train Epoch: 1 [29800/52959 (0.008005887269973755)]
Train Epoch: 1 [29900/52959 (0.006517223548144102)]
Train Epoch: 1 [30000/52959 (0.009345115162432194)]
Train Epoch: 1 [30100/52959 (0.003832722781226039)]
Train Epoch: 1 [30200/52959 (0.012947771698236465)]
Train Epoch: 1 [30300/52959 (0.009035108610987663)]
Train Epoch: 1 [30400/52959 (0.023847829550504684)]
Train Epoch: 1 [30500/52959 (0.005315845366567373)]
Train Epoch: 1 [30600/52959 (0.005273774731904268)]
Train Epoch: 1 [30700/52959 (0.005787239875644445)]
Train Epoch: 1 [30800/52959 (0.008909118361771107)]
Train Epoch: 1 [30900/52959 (0.005838677752763033)]
Train Epoch: 1 [31000/52959 (0.00841599516570568)]
Train Epoch: 1 [31100/52959 (0.00400946382433176)]
Train Epoch: 1 [31200/52959 (0.0075444611720740795)]
Train Epoch: 1 [31300/52959 (0.00933244451880455)]
Train Epoch: 1 [31400/52959 (0.005085468292236328)]
Train Epoch: 1 [31500/52959 (0.008704820647835732)]
Train Epoch: 1 [31600/52959 (0.012067651376128197)]
Train Epoch: 1 [31700/52959 (0.00889929011464119)]
Train Epoch: 1 [31800/52959 (0.005437711253762245)]
Train Epoch: 1 [31900/52959 (0.006842991802841425)]
Train Epoch: 1 [32000/52959 (0.005392442923039198)]
Train Epoch: 1 [32100/52959 (0.008660810068249702)]
Train Epoch: 1 [32200/52959 (0.009559162892401218)]
Train Epoch: 1 [32300/52959 (0.005424164701253176)]
Train Epoch: 1 [32400/52959 (0.005010606721043587)]
Train Epoch: 1 [32500/52959 (0.016751255840063095)]
Train Epoch: 1 [32600/52959 (0.008363570086658001)]
Train Epoch: 1 [32700/52959 (0.008143017068505287)]
Train Epoch: 1 [32800/52959 (0.0037657348439097404)]
Train Epoch: 1 [32900/52959 (0.008908957242965698)]
Train Epoch: 1 [33000/52959 (0.013920918107032776)]
Train Epoch: 1 [33100/52959 (0.010352639481425285)]
Train Epoch: 1 [33200/52959 (0.010706274770200253)]
Train Epoch: 1 [33300/52959 (0.012674830853939056)]
Train Epoch: 1 [33400/52959 (0.0065581947565078735)]
Train Epoch: 1 [33500/52959 (0.02372582070529461)]
Train Epoch: 1 [33600/52959 (0.004689285531640053)]
Train Epoch: 1 [33700/52959 (0.0028615822084248066)]
Train Epoch: 1 [33800/52959 (0.0051614269614219666)]
Train Epoch: 1 [33900/52959 (0.009689172729849815)]
Train Epoch: 1 [34000/52959 (0.006370301358401775)]
Train Epoch: 1 [34100/52959 (0.008434923365712166)]
Train Epoch: 1 [34200/52959 (0.012110644020140171)]
Train Epoch: 1 [34300/52959 (0.007314166985452175)]
Train Epoch: 1 [34400/52959 (0.01812320202589035)]
Train Epoch: 1 [34500/52959 (0.00944478902965784)]
Train Epoch: 1 [34600/52959 (0.008954259566962719)]
Train Epoch: 1 [34700/52959 (0.005245580337941647)]
Train Epoch: 1 [34800/52959 (0.007099779322743416)]
Train Epoch: 1 [34900/52959 (0.0057091182097792625)]
Train Epoch: 1 [35000/52959 (0.009601402096450329)]
Train Epoch: 1 [35100/52959 (0.008682056330144405)]
Train Epoch: 1 [35200/52959 (0.01097133755683899)]
Train Epoch: 1 [35300/52959 (0.007938526570796967)]
Train Epoch: 1 [35400/52959 (0.0065229507163167)]
Train Epoch: 1 [35500/52959 (0.008773059584200382)]
Train Epoch: 1 [35600/52959 (0.010143992491066456)]
Train Epoch: 1 [35700/52959 (0.007738156244158745)]
Train Epoch: 1 [35800/52959 (0.005040423944592476)]
Train Epoch: 1 [35900/52959 (0.0033580493181943893)]
Train Epoch: 1 [36000/52959 (0.004307648167014122)]
Train Epoch: 1 [36100/52959 (0.005076131317764521)]
Train Epoch: 1 [36200/52959 (0.006761309690773487)]
Train Epoch: 1 [36300/52959 (0.038885653018951416)]
Train Epoch: 1 [36400/52959 (0.010855221189558506)]
Train Epoch: 1 [36500/52959 (0.014759236946702003)]
Train Epoch: 1 [36600/52959 (0.007874833419919014)]
Train Epoch: 1 [36700/52959 (0.0071989065036177635)]
Train Epoch: 1 [36800/52959 (0.004098931793123484)]
Train Epoch: 1 [36900/52959 (0.005400742404162884)]
Train Epoch: 1 [37000/52959 (0.004115406423807144)]
Train Epoch: 1 [37100/52959 (0.01036812923848629)]
Train Epoch: 1 [37200/52959 (0.008591649122536182)]
Train Epoch: 1 [37300/52959 (0.013119775801897049)]
Train Epoch: 1 [37400/52959 (0.007474615704268217)]
Train Epoch: 1 [37500/52959 (0.004571443423628807)]
Train Epoch: 1 [37600/52959 (0.006906311493366957)]
Train Epoch: 1 [37700/52959 (0.008305692113935947)]
Train Epoch: 1 [37800/52959 (0.007504531182348728)]
Train Epoch: 1 [37900/52959 (0.0053858160972595215)]
Train Epoch: 1 [38000/52959 (0.003246012143790722)]
Train Epoch: 1 [38100/52959 (0.017886321991682053)]
Train Epoch: 1 [38200/52959 (0.01995842158794403)]
Train Epoch: 1 [38300/52959 (0.014158006757497787)]
Train Epoch: 1 [38400/52959 (0.008705414831638336)]
Train Epoch: 1 [38500/52959 (0.0055656591430306435)]
Train Epoch: 1 [38600/52959 (0.0059679835103452206)]
Train Epoch: 1 [38700/52959 (0.007492723874747753)]
Train Epoch: 1 [38800/52959 (0.007135826162993908)]
Train Epoch: 1 [38900/52959 (0.005429581739008427)]
Train Epoch: 1 [39000/52959 (0.005003751255571842)]
Train Epoch: 1 [39100/52959 (0.009238560684025288)]
Train Epoch: 1 [39200/52959 (0.008019089698791504)]
Train Epoch: 1 [39300/52959 (0.005530607886612415)]
Train Epoch: 1 [39400/52959 (0.006092861294746399)]
Train Epoch: 1 [39500/52959 (0.015862351283431053)]
Train Epoch: 1 [39600/52959 (0.003912844695150852)]
Train Epoch: 1 [39700/52959 (0.009278700686991215)]
Train Epoch: 1 [39800/52959 (0.00528020691126585)]
Train Epoch: 1 [39900/52959 (0.00809954758733511)]
Train Epoch: 1 [40000/52959 (0.005347774364054203)]
Train Epoch: 1 [40100/52959 (0.00631512887775898)]
Train Epoch: 1 [40200/52959 (0.007454439997673035)]
Train Epoch: 1 [40300/52959 (0.01906782016158104)]
Train Epoch: 1 [40400/52959 (0.006136034615337849)]
Train Epoch: 1 [40500/52959 (0.006703553721308708)]
Train Epoch: 1 [40600/52959 (0.008985023945569992)]
Train Epoch: 1 [40700/52959 (0.011157374829053879)]
Train Epoch: 1 [40800/52959 (0.014362244866788387)]
Train Epoch: 1 [40900/52959 (0.00726276682689786)]
Train Epoch: 1 [41000/52959 (0.0047171637415885925)]
Train Epoch: 1 [41100/52959 (0.004603840410709381)]
Train Epoch: 1 [41200/52959 (0.007850730791687965)]
Train Epoch: 1 [41300/52959 (0.007259265519678593)]
Train Epoch: 1 [41400/52959 (0.0030202167108654976)]
Train Epoch: 1 [41500/52959 (0.007964015938341618)]
Train Epoch: 1 [41600/52959 (0.008948441594839096)]
Train Epoch: 1 [41700/52959 (0.005066100973635912)]
Train Epoch: 1 [41800/52959 (0.006483295001089573)]
Train Epoch: 1 [41900/52959 (0.00843470636755228)]
Train Epoch: 1 [42000/52959 (0.008417787961661816)]
Train Epoch: 1 [42100/52959 (0.008076062425971031)]
Train Epoch: 1 [42200/52959 (0.011742351576685905)]
