2118371 data samples found
Train Epoch: 0 [48100/169469 (0.04169374331831932)]
Train Epoch: 0 [48200/169469 (0.04824209213256836)]
Train Epoch: 0 [48300/169469 (0.0584431067109108)]
Train Epoch: 0 [48400/169469 (0.03175792843103409)]
Train Epoch: 0 [48500/169469 (0.03607378527522087)]
Train Epoch: 0 [48600/169469 (0.025702131912112236)]
Train Epoch: 0 [48700/169469 (0.034072037786245346)]
Train Epoch: 0 [48800/169469 (0.05203080177307129)]
Train Epoch: 0 [48900/169469 (0.04576495289802551)]
Train Epoch: 0 [49000/169469 (0.06917328387498856)]
Train Epoch: 0 [49100/169469 (0.056449513882398605)]
Train Epoch: 0 [49200/169469 (0.026697808876633644)]
Train Epoch: 0 [49300/169469 (0.02371332049369812)]
Train Epoch: 0 [49400/169469 (0.05527077987790108)]
Train Epoch: 0 [49500/169469 (0.03749595209956169)]
Train Epoch: 0 [49600/169469 (0.033351778984069824)]
Train Epoch: 0 [49700/169469 (0.05379059538245201)]
Train Epoch: 0 [49800/169469 (0.0624220035970211)]
Train Epoch: 0 [49900/169469 (0.028379762545228004)]
Train Epoch: 0 [50000/169469 (0.03644083812832832)]
Train Epoch: 0 [50100/169469 (0.02037198655307293)]
Train Epoch: 0 [50200/169469 (0.03918535262346268)]
Train Epoch: 0 [50300/169469 (0.04984050989151001)]
Train Epoch: 0 [50400/169469 (0.040290333330631256)]
Train Epoch: 0 [50500/169469 (0.05484643206000328)]
Train Epoch: 0 [50600/169469 (0.02688298560678959)]
Train Epoch: 0 [50700/169469 (0.0711764246225357)]
Train Epoch: 0 [50800/169469 (0.043305542320013046)]
Train Epoch: 0 [50900/169469 (0.05054030939936638)]
Train Epoch: 0 [51000/169469 (0.038322728127241135)]
Train Epoch: 0 [51100/169469 (0.05245028808712959)]
Train Epoch: 0 [51200/169469 (0.029184555634856224)]
Train Epoch: 0 [51300/169469 (0.02358517423272133)]
Train Epoch: 0 [51400/169469 (0.07551939785480499)]
Train Epoch: 0 [51500/169469 (0.06263469904661179)]
Train Epoch: 0 [51600/169469 (0.015013893134891987)]
Train Epoch: 0 [51700/169469 (0.04281408339738846)]
Train Epoch: 0 [51800/169469 (0.024487126618623734)]
Train Epoch: 0 [51900/169469 (0.03551778197288513)]
Train Epoch: 0 [52000/169469 (0.028227273374795914)]
Train Epoch: 0 [52100/169469 (0.03814706578850746)]
Train Epoch: 0 [52200/169469 (0.037841182202100754)]
Train Epoch: 0 [52300/169469 (0.02362647093832493)]
Train Epoch: 0 [52400/169469 (0.053667522966861725)]
Train Epoch: 0 [52500/169469 (0.06085968762636185)]
Train Epoch: 0 [52600/169469 (0.024583566933870316)]
Train Epoch: 0 [52700/169469 (0.05313561484217644)]
Train Epoch: 0 [52800/169469 (0.02266799472272396)]
Train Epoch: 0 [52900/169469 (0.06355016678571701)]
Train Epoch: 0 [53000/169469 (0.05260555073618889)]
Train Epoch: 0 [53100/169469 (0.03857185319066048)]
Train Epoch: 0 [53200/169469 (0.0521312952041626)]
Train Epoch: 0 [53300/169469 (0.06584780663251877)]
Train Epoch: 0 [53400/169469 (0.016796808689832687)]
Train Epoch: 0 [53500/169469 (0.043300483375787735)]
Train Epoch: 0 [53600/169469 (0.05364068225026131)]
Train Epoch: 0 [53700/169469 (0.040426477789878845)]
Train Epoch: 0 [53800/169469 (0.06400863826274872)]
Train Epoch: 0 [53900/169469 (0.0337604358792305)]
Train Epoch: 0 [54000/169469 (0.03034115396440029)]
Train Epoch: 0 [54100/169469 (0.018903106451034546)]
Train Epoch: 0 [54200/169469 (0.03234477341175079)]
Train Epoch: 0 [54300/169469 (0.018930505961179733)]
Train Epoch: 0 [54400/169469 (0.045931294560432434)]
Train Epoch: 0 [54500/169469 (0.05629252269864082)]
Train Epoch: 0 [54600/169469 (0.0484284907579422)]
Train Epoch: 0 [54700/169469 (0.0325629822909832)]
Train Epoch: 0 [54800/169469 (0.050613511353731155)]
Train Epoch: 0 [54900/169469 (0.03282422944903374)]
Train Epoch: 0 [55000/169469 (0.014839387498795986)]
Train Epoch: 0 [55100/169469 (0.01961294375360012)]
Train Epoch: 0 [55200/169469 (0.04668841138482094)]
Train Epoch: 0 [55300/169469 (0.09350623935461044)]
Train Epoch: 0 [55400/169469 (0.02480221353471279)]
Train Epoch: 0 [55500/169469 (0.07767228782176971)]
Train Epoch: 0 [55600/169469 (0.03552916273474693)]
Train Epoch: 0 [55700/169469 (0.023111874237656593)]
Train Epoch: 0 [55800/169469 (0.03888203576207161)]
Train Epoch: 0 [55900/169469 (0.09576091915369034)]
Train Epoch: 0 [56000/169469 (0.0572122298181057)]
Train Epoch: 0 [56100/169469 (0.0387892946600914)]
Train Epoch: 0 [56200/169469 (0.028245791792869568)]
Train Epoch: 0 [56300/169469 (0.03348939120769501)]
Train Epoch: 0 [56400/169469 (0.056075967848300934)]
Train Epoch: 0 [56500/169469 (0.07008806616067886)]
Train Epoch: 0 [56600/169469 (0.05492687225341797)]
Train Epoch: 0 [56700/169469 (0.04887846112251282)]
Train Epoch: 0 [56800/169469 (0.08152830600738525)]
Train Epoch: 0 [56900/169469 (0.0474824458360672)]
Train Epoch: 0 [57000/169469 (0.03508065268397331)]
Train Epoch: 0 [57100/169469 (0.07143046706914902)]
Train Epoch: 0 [57200/169469 (0.027941932901740074)]
Train Epoch: 0 [57300/169469 (0.02138681709766388)]
Train Epoch: 0 [57400/169469 (0.051229026168584824)]
Train Epoch: 0 [57500/169469 (0.036624547094106674)]
Train Epoch: 0 [57600/169469 (0.03787149488925934)]
Train Epoch: 0 [57700/169469 (0.04331360012292862)]
Train Epoch: 0 [57800/169469 (0.026729216799139977)]
Train Epoch: 0 [57900/169469 (0.03650176152586937)]
Train Epoch: 0 [58000/169469 (0.052029456943273544)]
Train Epoch: 0 [58100/169469 (0.034148793667554855)]
Train Epoch: 0 [58200/169469 (0.06869327276945114)]
Train Epoch: 0 [58300/169469 (0.038751378655433655)]
Train Epoch: 0 [58400/169469 (0.06574994325637817)]
Train Epoch: 0 [58500/169469 (0.04184293374419212)]
Train Epoch: 0 [58600/169469 (0.08582757413387299)]
Train Epoch: 0 [58700/169469 (0.03716756030917168)]
Train Epoch: 0 [58800/169469 (0.020937664434313774)]
Train Epoch: 0 [58900/169469 (0.051415856927633286)]
Train Epoch: 0 [59000/169469 (0.02717502973973751)]
Train Epoch: 0 [59100/169469 (0.02369525097310543)]
Train Epoch: 0 [59200/169469 (0.04686489328742027)]
Train Epoch: 0 [59300/169469 (0.044316668063402176)]
Train Epoch: 0 [59400/169469 (0.0325140580534935)]
Train Epoch: 0 [59500/169469 (0.024289220571517944)]
Train Epoch: 0 [59600/169469 (0.050278693437576294)]
Train Epoch: 0 [59700/169469 (0.05256787687540054)]
Train Epoch: 0 [59800/169469 (0.037562862038612366)]
Train Epoch: 0 [59900/169469 (0.04917743429541588)]
Train Epoch: 0 [60000/169469 (0.03909968584775925)]
Train Epoch: 0 [60100/169469 (0.0543396957218647)]
Train Epoch: 0 [60200/169469 (0.0431123822927475)]
Train Epoch: 0 [60300/169469 (0.0354100838303566)]
Train Epoch: 0 [60400/169469 (0.03720838576555252)]
Train Epoch: 0 [60500/169469 (0.04184597358107567)]
Train Epoch: 0 [60600/169469 (0.024275904521346092)]
Train Epoch: 0 [60700/169469 (0.02478286437690258)]
Train Epoch: 0 [60800/169469 (0.03021683730185032)]
Train Epoch: 0 [60900/169469 (0.030746037140488625)]
Train Epoch: 0 [61000/169469 (0.06217799708247185)]
Train Epoch: 0 [61100/169469 (0.05813876911997795)]
Train Epoch: 0 [61200/169469 (0.02209976129233837)]
Train Epoch: 0 [61300/169469 (0.020922046154737473)]
Train Epoch: 0 [61400/169469 (0.046303845942020416)]
Train Epoch: 0 [61500/169469 (0.041923653334379196)]
Train Epoch: 0 [61600/169469 (0.03615806624293327)]
Train Epoch: 0 [61700/169469 (0.06454335898160934)]
Train Epoch: 0 [61800/169469 (0.021217122673988342)]
Train Epoch: 0 [61900/169469 (0.05638759955763817)]
Train Epoch: 0 [62000/169469 (0.0452021025121212)]
Train Epoch: 0 [62100/169469 (0.06208033487200737)]
Train Epoch: 0 [62200/169469 (0.07787247002124786)]
Train Epoch: 0 [62300/169469 (0.035495053976774216)]
Train Epoch: 0 [62400/169469 (0.035433247685432434)]
Train Epoch: 0 [62500/169469 (0.07197888940572739)]
Train Epoch: 0 [62600/169469 (0.04802371934056282)]
Train Epoch: 0 [62700/169469 (0.08247055858373642)]
Train Epoch: 0 [62800/169469 (0.047424379736185074)]
Train Epoch: 0 [62900/169469 (0.05256689712405205)]
Train Epoch: 0 [63000/169469 (0.05594731494784355)]
Train Epoch: 0 [63100/169469 (0.06359606236219406)]
Train Epoch: 0 [63200/169469 (0.04839545115828514)]
Train Epoch: 0 [63300/169469 (0.019042549654841423)]
Train Epoch: 0 [63400/169469 (0.050330907106399536)]
Train Epoch: 0 [63500/169469 (0.07209634780883789)]
Train Epoch: 0 [63600/169469 (0.014965805225074291)]
Train Epoch: 0 [63700/169469 (0.05706477910280228)]
Train Epoch: 0 [63800/169469 (0.0652310848236084)]
Train Epoch: 0 [63900/169469 (0.03786899521946907)]
Train Epoch: 0 [64000/169469 (0.027956340461969376)]
Train Epoch: 0 [64100/169469 (0.02399255521595478)]
Train Epoch: 0 [64200/169469 (0.04728458449244499)]
Train Epoch: 0 [64300/169469 (0.05291656404733658)]
Train Epoch: 0 [64400/169469 (0.01611701212823391)]
Train Epoch: 0 [64500/169469 (0.02496872842311859)]
Train Epoch: 0 [64600/169469 (0.056401174515485764)]
Train Epoch: 0 [64700/169469 (0.03240486979484558)]
Train Epoch: 0 [64800/169469 (0.02171284891664982)]
Train Epoch: 0 [64900/169469 (0.04382021352648735)]
Train Epoch: 0 [65000/169469 (0.04219479858875275)]
Train Epoch: 0 [65100/169469 (0.06989499181509018)]
Train Epoch: 0 [65200/169469 (0.08198715001344681)]
Train Epoch: 0 [65300/169469 (0.058541189879179)]
Train Epoch: 0 [65400/169469 (0.08255323022603989)]
Train Epoch: 0 [65500/169469 (0.06818248331546783)]
Train Epoch: 0 [65600/169469 (0.04343535751104355)]
Train Epoch: 0 [65700/169469 (0.042076289653778076)]
Train Epoch: 0 [65800/169469 (0.02600756660103798)]
Train Epoch: 0 [65900/169469 (0.05004725977778435)]
Train Epoch: 0 [66000/169469 (0.07761824131011963)]
Train Epoch: 0 [66100/169469 (0.02684132754802704)]
Train Epoch: 0 [66200/169469 (0.04425752907991409)]
Train Epoch: 0 [66300/169469 (0.02954956330358982)]
Train Epoch: 0 [66400/169469 (0.038061995059251785)]
Train Epoch: 0 [66500/169469 (0.04950408264994621)]
Train Epoch: 0 [66600/169469 (0.030033288523554802)]
Train Epoch: 0 [66700/169469 (0.023542100563645363)]
Train Epoch: 0 [66800/169469 (0.0545797124505043)]
Train Epoch: 0 [66900/169469 (0.018382351845502853)]
Train Epoch: 0 [67000/169469 (0.027081603184342384)]
Train Epoch: 0 [67100/169469 (0.07747405022382736)]
Train Epoch: 0 [67200/169469 (0.03736104443669319)]
Train Epoch: 0 [67300/169469 (0.052279211580753326)]
Train Epoch: 0 [67400/169469 (0.05916830897331238)]
Train Epoch: 0 [67500/169469 (0.03249356895685196)]
Train Epoch: 0 [67600/169469 (0.01901375688612461)]
Train Epoch: 0 [67700/169469 (0.04501625895500183)]
Train Epoch: 0 [67800/169469 (0.05396249517798424)]
Train Epoch: 0 [67900/169469 (0.02311357855796814)]
Train Epoch: 0 [68000/169469 (0.037157729268074036)]
Train Epoch: 0 [68100/169469 (0.053764618933200836)]
Train Epoch: 0 [68200/169469 (0.02228572592139244)]
Train Epoch: 0 [68300/169469 (0.06615379452705383)]
Train Epoch: 0 [68400/169469 (0.04883461073040962)]
Train Epoch: 0 [68500/169469 (0.036947187036275864)]
Train Epoch: 0 [68600/169469 (0.023254353553056717)]
Train Epoch: 0 [68700/169469 (0.052978016436100006)]
Train Epoch: 0 [68800/169469 (0.06624912470579147)]
Train Epoch: 0 [68900/169469 (0.05151626095175743)]
Train Epoch: 0 [69000/169469 (0.06304164975881577)]
Train Epoch: 0 [69100/169469 (0.0582074411213398)]
Train Epoch: 0 [69200/169469 (0.01707521267235279)]
Train Epoch: 0 [69300/169469 (0.033935803920030594)]
Train Epoch: 0 [69400/169469 (0.045746952295303345)]
Train Epoch: 0 [69500/169469 (0.048087168484926224)]
Train Epoch: 0 [69600/169469 (0.030746085569262505)]
Train Epoch: 0 [69700/169469 (0.0367349348962307)]
Train Epoch: 0 [69800/169469 (0.02483314834535122)]
Train Epoch: 0 [69900/169469 (0.05780534818768501)]
Train Epoch: 0 [70000/169469 (0.04068995639681816)]
Train Epoch: 0 [70100/169469 (0.052278246730566025)]
Train Epoch: 0 [70200/169469 (0.05677090957760811)]
Train Epoch: 0 [70300/169469 (0.04099220782518387)]
Train Epoch: 0 [70400/169469 (0.018088797107338905)]
Train Epoch: 0 [70500/169469 (0.039242055267095566)]
Train Epoch: 0 [70600/169469 (0.0701868012547493)]
Train Epoch: 0 [70700/169469 (0.02979816496372223)]
Train Epoch: 0 [70800/169469 (0.030002152547240257)]
Train Epoch: 0 [70900/169469 (0.0428667776286602)]
Train Epoch: 0 [71000/169469 (0.03505345433950424)]
Train Epoch: 0 [71100/169469 (0.05412875488400459)]
Train Epoch: 0 [71200/169469 (0.038772519677877426)]
Train Epoch: 0 [71300/169469 (0.024352088570594788)]
Train Epoch: 0 [71400/169469 (0.022790411487221718)]
Train Epoch: 0 [71500/169469 (0.040651701390743256)]
Train Epoch: 0 [71600/169469 (0.027494732290506363)]
Train Epoch: 0 [71700/169469 (0.037335317581892014)]
Train Epoch: 0 [71800/169469 (0.05182436853647232)]
Train Epoch: 0 [71900/169469 (0.0257932897657156)]
Train Epoch: 0 [72000/169469 (0.03988085314631462)]
Train Epoch: 0 [72100/169469 (0.026192814111709595)]
Train Epoch: 0 [72200/169469 (0.04506156966090202)]
Train Epoch: 0 [72300/169469 (0.03454498574137688)]
Train Epoch: 0 [72400/169469 (0.04338197782635689)]
Train Epoch: 0 [72500/169469 (0.019287684932351112)]
Train Epoch: 0 [72600/169469 (0.043712567538022995)]
Train Epoch: 0 [72700/169469 (0.0357670821249485)]
Train Epoch: 0 [72800/169469 (0.02021266520023346)]
Train Epoch: 0 [72900/169469 (0.05529313161969185)]
Train Epoch: 0 [73000/169469 (0.031002897769212723)]
Train Epoch: 0 [73100/169469 (0.053852953016757965)]
Train Epoch: 0 [73200/169469 (0.05017289146780968)]
Train Epoch: 0 [73300/169469 (0.04563552886247635)]
Train Epoch: 0 [73400/169469 (0.029242059215903282)]
Train Epoch: 0 [73500/169469 (0.04427460953593254)]
Train Epoch: 0 [73600/169469 (0.037287190556526184)]
Train Epoch: 0 [73700/169469 (0.07880200445652008)]
Train Epoch: 0 [73800/169469 (0.035587720572948456)]
Train Epoch: 0 [73900/169469 (0.04271172359585762)]
Train Epoch: 0 [74000/169469 (0.050225455313920975)]
Train Epoch: 0 [74100/169469 (0.03681439906358719)]
Train Epoch: 0 [74200/169469 (0.033189184963703156)]
Train Epoch: 0 [74300/169469 (0.0450378879904747)]
Train Epoch: 0 [74400/169469 (0.04157249256968498)]
Train Epoch: 0 [74500/169469 (0.02181205525994301)]
Train Epoch: 0 [74600/169469 (0.03108786977827549)]
Train Epoch: 0 [74700/169469 (0.05612797662615776)]
Train Epoch: 0 [74800/169469 (0.039422351866960526)]
Train Epoch: 0 [74900/169469 (0.04036762937903404)]
Train Epoch: 0 [75000/169469 (0.03288864716887474)]
Train Epoch: 0 [75100/169469 (0.019493795931339264)]
Train Epoch: 0 [75200/169469 (0.024272171780467033)]
Train Epoch: 0 [75300/169469 (0.026246238499879837)]
Train Epoch: 0 [75400/169469 (0.05168624594807625)]
Train Epoch: 0 [75500/169469 (0.09545688331127167)]
Train Epoch: 0 [75600/169469 (0.03546696901321411)]
Train Epoch: 0 [75700/169469 (0.04722115769982338)]
Train Epoch: 0 [75800/169469 (0.02234271727502346)]
Train Epoch: 0 [75900/169469 (0.03723657503724098)]
Train Epoch: 0 [76000/169469 (0.04475348815321922)]
Train Epoch: 0 [76100/169469 (0.04484959691762924)]
Train Epoch: 0 [76200/169469 (0.05225304886698723)]
Train Epoch: 0 [76300/169469 (0.034202467650175095)]
Train Epoch: 0 [76400/169469 (0.054274361580610275)]
Train Epoch: 0 [76500/169469 (0.08980479091405869)]
Train Epoch: 0 [76600/169469 (0.025578195229172707)]
Train Epoch: 0 [76700/169469 (0.024236071854829788)]
Train Epoch: 0 [76800/169469 (0.026981893926858902)]
Train Epoch: 0 [76900/169469 (0.06127290800213814)]
Train Epoch: 0 [77000/169469 (0.04650558903813362)]
Train Epoch: 0 [77100/169469 (0.03629155084490776)]
Train Epoch: 0 [77200/169469 (0.0456780269742012)]
Train Epoch: 0 [77300/169469 (0.030576694756746292)]
Train Epoch: 0 [77400/169469 (0.04985114559531212)]
Train Epoch: 0 [77500/169469 (0.0424315519630909)]
Train Epoch: 0 [77600/169469 (0.03760956600308418)]
Train Epoch: 0 [77700/169469 (0.06146302819252014)]
Train Epoch: 0 [77800/169469 (0.03099881112575531)]
Train Epoch: 0 [77900/169469 (0.038115281611680984)]
Train Epoch: 0 [78000/169469 (0.045465368777513504)]
Train Epoch: 0 [78100/169469 (0.06951405853033066)]
Train Epoch: 0 [78200/169469 (0.018841974437236786)]
Train Epoch: 0 [78300/169469 (0.059999704360961914)]
Train Epoch: 0 [78400/169469 (0.025070538744330406)]
Train Epoch: 0 [78500/169469 (0.06845936924219131)]
Train Epoch: 0 [78600/169469 (0.05989789590239525)]
Train Epoch: 0 [78700/169469 (0.02326013147830963)]
Train Epoch: 0 [78800/169469 (0.03531156852841377)]
Train Epoch: 0 [78900/169469 (0.03264886140823364)]
Train Epoch: 0 [79000/169469 (0.04380716010928154)]
Train Epoch: 0 [79100/169469 (0.06611521542072296)]
Train Epoch: 0 [79200/169469 (0.021253669634461403)]
Train Epoch: 0 [79300/169469 (0.0748242512345314)]
Train Epoch: 0 [79400/169469 (0.0386766754090786)]
Train Epoch: 0 [79500/169469 (0.0375206433236599)]
Train Epoch: 0 [79600/169469 (0.06952216476202011)]
Train Epoch: 0 [79700/169469 (0.042588960379362106)]
Train Epoch: 0 [79800/169469 (0.0332011952996254)]
Train Epoch: 0 [79900/169469 (0.03862394765019417)]
Train Epoch: 0 [80000/169469 (0.05878429487347603)]
Train Epoch: 0 [80100/169469 (0.03848789259791374)]
Train Epoch: 0 [80200/169469 (0.03161245584487915)]
Train Epoch: 0 [80300/169469 (0.06331969797611237)]
Train Epoch: 0 [80400/169469 (0.0565333254635334)]
Train Epoch: 0 [80500/169469 (0.0533989742398262)]
Train Epoch: 0 [80600/169469 (0.019821226596832275)]
Train Epoch: 0 [80700/169469 (0.0478634312748909)]
Train Epoch: 0 [80800/169469 (0.03362273797392845)]
Train Epoch: 0 [80900/169469 (0.024303168058395386)]
Train Epoch: 0 [81000/169469 (0.04666740447282791)]
Train Epoch: 0 [81100/169469 (0.0513729527592659)]
Train Epoch: 0 [81200/169469 (0.04489004611968994)]
Train Epoch: 0 [81300/169469 (0.03003610670566559)]
Train Epoch: 0 [81400/169469 (0.05172169208526611)]
Train Epoch: 0 [81500/169469 (0.05457102879881859)]
Train Epoch: 0 [81600/169469 (0.06250537186861038)]
Train Epoch: 0 [81700/169469 (0.03179983049631119)]
Train Epoch: 0 [81800/169469 (0.027849260717630386)]
Train Epoch: 0 [81900/169469 (0.055022794753313065)]
Train Epoch: 0 [82000/169469 (0.0478295162320137)]
Train Epoch: 0 [82100/169469 (0.037093739956617355)]
Train Epoch: 0 [82200/169469 (0.029636621475219727)]
Train Epoch: 0 [82300/169469 (0.03269953653216362)]
Train Epoch: 0 [82400/169469 (0.04352947324514389)]
Train Epoch: 0 [82500/169469 (0.024056335911154747)]
Train Epoch: 0 [82600/169469 (0.040819019079208374)]
Train Epoch: 0 [82700/169469 (0.023182516917586327)]
Train Epoch: 0 [82800/169469 (0.06288010627031326)]
Train Epoch: 0 [82900/169469 (0.07856222242116928)]
Train Epoch: 0 [83000/169469 (0.08305808156728745)]
Train Epoch: 0 [83100/169469 (0.043316569179296494)]
Train Epoch: 0 [83200/169469 (0.018965696915984154)]
Train Epoch: 0 [83300/169469 (0.05410509184002876)]
Train Epoch: 0 [83400/169469 (0.03037278912961483)]
Train Epoch: 0 [83500/169469 (0.025145206600427628)]
Train Epoch: 0 [83600/169469 (0.03323626145720482)]
Train Epoch: 0 [83700/169469 (0.06775977462530136)]
Train Epoch: 0 [83800/169469 (0.05482029542326927)]
Train Epoch: 0 [83900/169469 (0.04557904973626137)]
Train Epoch: 0 [84000/169469 (0.0305170901119709)]
Train Epoch: 0 [84100/169469 (0.03084213100373745)]
Train Epoch: 0 [84200/169469 (0.025523899123072624)]
Train Epoch: 0 [84300/169469 (0.042959000915288925)]
Train Epoch: 0 [84400/169469 (0.03125554323196411)]
Train Epoch: 0 [84500/169469 (0.08652203530073166)]
Train Epoch: 0 [84600/169469 (0.03523987531661987)]
Train Epoch: 0 [84700/169469 (0.054650869220495224)]
Train Epoch: 0 [84800/169469 (0.07219407707452774)]
Train Epoch: 0 [84900/169469 (0.07098641246557236)]
Train Epoch: 0 [85000/169469 (0.03517676144838333)]
Train Epoch: 0 [85100/169469 (0.028590157628059387)]
Train Epoch: 0 [85200/169469 (0.057250138372182846)]
Train Epoch: 0 [85300/169469 (0.01794980838894844)]
Train Epoch: 0 [85400/169469 (0.031014129519462585)]
Train Epoch: 0 [85500/169469 (0.030715694651007652)]
Train Epoch: 0 [85600/169469 (0.023978879675269127)]
Train Epoch: 0 [85700/169469 (0.08548488467931747)]
Train Epoch: 0 [85800/169469 (0.05092359706759453)]
Train Epoch: 0 [85900/169469 (0.040692757815122604)]
Train Epoch: 0 [86000/169469 (0.038573797792196274)]
Train Epoch: 0 [86100/169469 (0.036921288818120956)]
Train Epoch: 0 [86200/169469 (0.05853644013404846)]
Train Epoch: 0 [86300/169469 (0.045397769659757614)]
Train Epoch: 0 [86400/169469 (0.03148720785975456)]
Train Epoch: 0 [86500/169469 (0.031028008088469505)]
Train Epoch: 0 [86600/169469 (0.0353778637945652)]
Train Epoch: 0 [86700/169469 (0.06128662824630737)]
Train Epoch: 0 [86800/169469 (0.054765887558460236)]
Train Epoch: 0 [86900/169469 (0.022338593378663063)]
Train Epoch: 0 [87000/169469 (0.04801343008875847)]
Train Epoch: 0 [87100/169469 (0.057587381452322006)]
Train Epoch: 0 [87200/169469 (0.06271505355834961)]
Train Epoch: 0 [87300/169469 (0.060091931372880936)]
Train Epoch: 0 [87400/169469 (0.0704561099410057)]
Train Epoch: 0 [87500/169469 (0.03537359461188316)]
Train Epoch: 0 [87600/169469 (0.027099592611193657)]
Train Epoch: 0 [87700/169469 (0.05599382147192955)]
Train Epoch: 0 [87800/169469 (0.03908694535493851)]
Train Epoch: 0 [87900/169469 (0.024707769975066185)]
Train Epoch: 0 [88000/169469 (0.03663875535130501)]
Train Epoch: 0 [88100/169469 (0.02252267673611641)]
Train Epoch: 0 [88200/169469 (0.05102537199854851)]
Train Epoch: 0 [88300/169469 (0.03179226443171501)]
Train Epoch: 0 [88400/169469 (0.051722049713134766)]
Train Epoch: 0 [88500/169469 (0.0570877306163311)]
Train Epoch: 0 [88600/169469 (0.035136833786964417)]
Train Epoch: 0 [88700/169469 (0.04949934780597687)]
Train Epoch: 0 [88800/169469 (0.05267719179391861)]
Train Epoch: 0 [88900/169469 (0.060783375054597855)]
Train Epoch: 0 [89000/169469 (0.03317316249012947)]
Train Epoch: 0 [89100/169469 (0.05028858780860901)]
Train Epoch: 0 [89200/169469 (0.07318699359893799)]
Train Epoch: 0 [89300/169469 (0.04913763329386711)]
Train Epoch: 0 [89400/169469 (0.07468956708908081)]
Train Epoch: 0 [89500/169469 (0.023529060184955597)]
Train Epoch: 0 [89600/169469 (0.027412891387939453)]
Train Epoch: 0 [89700/169469 (0.009397061541676521)]
Train Epoch: 0 [89800/169469 (0.04462036117911339)]
Train Epoch: 0 [89900/169469 (0.065665602684021)]
Train Epoch: 0 [90000/169469 (0.03865697607398033)]
Train Epoch: 0 [90100/169469 (0.025998681783676147)]
Train Epoch: 0 [90200/169469 (0.04612743481993675)]
Train Epoch: 0 [90300/169469 (0.03739041090011597)]
Train Epoch: 0 [90400/169469 (0.0426349975168705)]
Train Epoch: 0 [90500/169469 (0.04659781977534294)]
Train Epoch: 0 [90600/169469 (0.026373380795121193)]
Train Epoch: 0 [90700/169469 (0.04863991215825081)]
Train Epoch: 0 [90800/169469 (0.04312814772129059)]
Train Epoch: 0 [90900/169469 (0.04759453982114792)]
Train Epoch: 0 [91000/169469 (0.039881959557533264)]
Train Epoch: 0 [91100/169469 (0.04504818841814995)]
Train Epoch: 0 [91200/169469 (0.04414623603224754)]
Train Epoch: 0 [91300/169469 (0.03796869516372681)]
Train Epoch: 0 [91400/169469 (0.05965704843401909)]
Train Epoch: 0 [91500/169469 (0.020644081756472588)]
Train Epoch: 0 [91600/169469 (0.03588509187102318)]
Train Epoch: 0 [91700/169469 (0.038043078035116196)]
Train Epoch: 0 [91800/169469 (0.039685674011707306)]
Train Epoch: 0 [91900/169469 (0.03235926479101181)]
Train Epoch: 0 [92000/169469 (0.05899040028452873)]
Train Epoch: 0 [92100/169469 (0.11586923897266388)]
Train Epoch: 0 [92200/169469 (0.06410512328147888)]
Train Epoch: 0 [92300/169469 (0.04997852072119713)]
Train Epoch: 0 [92400/169469 (0.03899878263473511)]
Train Epoch: 0 [92500/169469 (0.09520535916090012)]
Train Epoch: 0 [92600/169469 (0.025720566511154175)]
Train Epoch: 0 [92700/169469 (0.037774693220853806)]
Train Epoch: 0 [92800/169469 (0.01593266986310482)]
Train Epoch: 0 [92900/169469 (0.05042296275496483)]
Train Epoch: 0 [93000/169469 (0.0401071198284626)]
Train Epoch: 0 [93100/169469 (0.03962324559688568)]
Train Epoch: 0 [93200/169469 (0.028203342109918594)]
Train Epoch: 0 [93300/169469 (0.037500664591789246)]
Train Epoch: 0 [93400/169469 (0.052848633378744125)]
Train Epoch: 0 [93500/169469 (0.05371781066060066)]
Train Epoch: 0 [93600/169469 (0.030007723718881607)]
Train Epoch: 0 [93700/169469 (0.057052433490753174)]
Train Epoch: 0 [93800/169469 (0.04472457617521286)]
Train Epoch: 0 [93900/169469 (0.03125537559390068)]
Train Epoch: 0 [94000/169469 (0.047069113701581955)]
Train Epoch: 0 [94100/169469 (0.020204447209835052)]
Train Epoch: 0 [94200/169469 (0.0396539531648159)]
Train Epoch: 0 [94300/169469 (0.016806991770863533)]
Train Epoch: 0 [94400/169469 (0.050056952983140945)]
Train Epoch: 0 [94500/169469 (0.09372474998235703)]
Train Epoch: 0 [94600/169469 (0.025249499827623367)]
Train Epoch: 0 [94700/169469 (0.05831146240234375)]
Train Epoch: 0 [94800/169469 (0.03586125746369362)]
Train Epoch: 0 [94900/169469 (0.04586257413029671)]
Train Epoch: 0 [95000/169469 (0.06006038933992386)]
Train Epoch: 0 [95100/169469 (0.028363410383462906)]
Train Epoch: 0 [95200/169469 (0.06703418493270874)]
Train Epoch: 0 [95300/169469 (0.044793687760829926)]
Train Epoch: 0 [95400/169469 (0.04716284200549126)]
Train Epoch: 0 [95500/169469 (0.08284617215394974)]
Train Epoch: 0 [95600/169469 (0.07808651775121689)]
Train Epoch: 0 [95700/169469 (0.033787477761507034)]
Train Epoch: 0 [95800/169469 (0.01905614137649536)]
Train Epoch: 0 [95900/169469 (0.029475897550582886)]
Train Epoch: 0 [96000/169469 (0.06523267924785614)]
Train Epoch: 0 [96100/169469 (0.05950053408741951)]
Train Epoch: 0 [96200/169469 (0.04666060954332352)]
