nohup: ignoring input
2118371 data samples found
Train Epoch: 0 [46900/52959 (0.006753566674888134)]
Train Epoch: 0 [47000/52959 (0.011243789456784725)]
Train Epoch: 0 [47100/52959 (0.006583527661859989)]
Train Epoch: 0 [47200/52959 (0.009230210445821285)]
Train Epoch: 0 [47300/52959 (0.005539579316973686)]
Train Epoch: 0 [47400/52959 (0.006102460436522961)]
Train Epoch: 0 [47500/52959 (0.008793770335614681)]
Train Epoch: 0 [47600/52959 (0.038599204272031784)]
Train Epoch: 0 [47700/52959 (0.007842902094125748)]
Train Epoch: 0 [47800/52959 (0.007924984209239483)]
Train Epoch: 0 [47900/52959 (0.015836987644433975)]
Train Epoch: 0 [48000/52959 (0.009134998545050621)]
Train Epoch: 0 [48100/52959 (0.009322378784418106)]
Train Epoch: 0 [48200/52959 (0.005280305631458759)]
Train Epoch: 0 [48300/52959 (0.007971027866005898)]
Train Epoch: 0 [48400/52959 (0.008431045338511467)]
Train Epoch: 0 [48500/52959 (0.023295672610402107)]
Train Epoch: 0 [48600/52959 (0.008701000362634659)]
Train Epoch: 0 [48700/52959 (0.004915660247206688)]
Train Epoch: 0 [48800/52959 (0.007926941849291325)]
Train Epoch: 0 [48900/52959 (0.0074356007389724255)]
Train Epoch: 0 [49000/52959 (0.013617334887385368)]
Train Epoch: 0 [49100/52959 (0.00631287507712841)]
Train Epoch: 0 [49200/52959 (0.005836302414536476)]
Train Epoch: 0 [49300/52959 (0.007454914040863514)]
Train Epoch: 0 [49400/52959 (0.006611241959035397)]
Train Epoch: 0 [49500/52959 (0.00474372785538435)]
Train Epoch: 0 [49600/52959 (0.00757251912727952)]
Train Epoch: 0 [49700/52959 (0.008831723593175411)]
Train Epoch: 0 [49800/52959 (0.003250347450375557)]
Train Epoch: 0 [49900/52959 (0.005669858306646347)]
Train Epoch: 0 [50000/52959 (0.00969088263809681)]
Train Epoch: 0 [50100/52959 (0.008687110617756844)]
Train Epoch: 0 [50200/52959 (0.0063118645921349525)]
Train Epoch: 0 [50300/52959 (0.016435015946626663)]
Train Epoch: 0 [50400/52959 (0.00875058863312006)]
Train Epoch: 0 [50500/52959 (0.009933944791555405)]
Train Epoch: 0 [50600/52959 (0.013459633104503155)]
Train Epoch: 0 [50700/52959 (0.0066786110401153564)]
Train Epoch: 0 [50800/52959 (0.0045830016024410725)]
Train Epoch: 0 [50900/52959 (0.006698780693113804)]
Train Epoch: 0 [51000/52959 (0.0064820777624845505)]
Train Epoch: 0 [51100/52959 (0.009882716462016106)]
Train Epoch: 0 [51200/52959 (0.006758891046047211)]
Train Epoch: 0 [51300/52959 (0.0059788646176457405)]
Train Epoch: 0 [51400/52959 (0.00664075231179595)]
Train Epoch: 0 [51500/52959 (0.009120466187596321)]
Train Epoch: 0 [51600/52959 (0.0059078773483633995)]
Train Epoch: 0 [51700/52959 (0.01213773898780346)]
Train Epoch: 0 [51800/52959 (0.008483730256557465)]
Train Epoch: 0 [51900/52959 (0.0111240204423666)]
Train Epoch: 0 [52000/52959 (0.010094637051224709)]
Train Epoch: 0 [52100/52959 (0.0071897623129189014)]
Train Epoch: 0 [52200/52959 (0.009192315861582756)]
Train Epoch: 0 [52300/52959 (0.006500774994492531)]
Train Epoch: 0 [52400/52959 (0.005878579802811146)]
Train Epoch: 0 [52500/52959 (0.014284322038292885)]
Train Epoch: 0 [52600/52959 (0.004747732076793909)]
Train Epoch: 0 [52700/52959 (0.007897446863353252)]
Train Epoch: 0 [52800/52959 (0.007059411145746708)]
Train Epoch: 0 [52900/52959 (0.005578216165304184)]
Test Reconstruction Loss: (0.008201990276575089)]
